Module step	Module	KO id	Module Category	SGB_001 Module step presence	SGB_002 Module step presence	SGB_003 Module step presence	SGB_004 Module step presence	SGB_005 Module step presence	SGB_006 Module step presence	SGB_007 Module step presence	SGB_008 Module step presence	SGB_009 Module step presence	SGB_010 Module step presence	SGB_011 Module step presence	SGB_012 Module step presence	SGB_013 Module step presence	SGB_014 Module step presence	SGB_015 Module step presence	SGB_016 Module step presence	SGB_017 Module step presence	SGB_018 Module step presence	SGB_019 Module step presence	SGB_020 Module step presence	SGB_021 Module step presence	SGB_022 Module step presence	SGB_023 Module step presence	SGB_024 Module step presence	TRUNC_050 Module step presence	TRUNC_070 Module step presence	TRUNC_090 Module step presence	TRUNC_100 Module step presence
M00860+02	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis	K22977	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00860+03	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis	K22980	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00860+04	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis	K07282	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00860+05	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis	K22116	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00860+06	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis	K01932	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00860+07	Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis	K22981	Pathogenicity	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00861+01	beta-Oxidation, peroxisome, VLCFA	K00232	Fatty acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00861+02	beta-Oxidation, peroxisome, VLCFA	K12405	Fatty acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00861+03	beta-Oxidation, peroxisome, VLCFA	(K07513 or K08764)	Fatty acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00862+01	beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA	K10214	Sterol biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00862+02	beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA	K12405	Sterol biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00862+03	beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA	K08764	Sterol biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00866+01	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	K00677	Lipopolysaccharide metabolism	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent
M00866+02	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	(K02535 or K16363)	Lipopolysaccharide metabolism	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent
M00866+03	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	K02536	Lipopolysaccharide metabolism	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent
M00866+04	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	(K03269 or K09949)	Lipopolysaccharide metabolism	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent
M00866+05	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	K00748	Lipopolysaccharide metabolism	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent
M00866+06	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	K00912	Lipopolysaccharide metabolism	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present
M00866+07	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	K02527	Lipopolysaccharide metabolism	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent
M00866+08	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	K02517	Lipopolysaccharide metabolism	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent
M00866+09	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	K09778	Lipopolysaccharide metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00867+01	KDO2-lipid A modification pathway	K12977	Lipopolysaccharide metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00867+02	KDO2-lipid A modification pathway	K03760	Lipopolysaccharide metabolism	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00867+03	KDO2-lipid A modification pathway	K23082 and K23083	Lipopolysaccharide metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00867+04	KDO2-lipid A modification pathway	K23159	Lipopolysaccharide metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00867+05	KDO2-lipid A modification pathway	K09953	Lipopolysaccharide metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00868+01	Heme biosynthesis, animals and fungi, glycine => heme	K00643	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00868+02	Heme biosynthesis, animals and fungi, glycine => heme	K01698	Cofactor and vitamin metabolism	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present
M00868+03	Heme biosynthesis, animals and fungi, glycine => heme	K01749	Cofactor and vitamin metabolism	Present	Present	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Absent	Absent	Present	Present	Present	Present
M00868+04	Heme biosynthesis, animals and fungi, glycine => heme	K01719	Cofactor and vitamin metabolism	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Absent	Absent	Present	Present	Present	Present
M00868+05	Heme biosynthesis, animals and fungi, glycine => heme	K01599	Cofactor and vitamin metabolism	Present	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Present
M00868+06	Heme biosynthesis, animals and fungi, glycine => heme	K00228	Cofactor and vitamin metabolism	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Present
M00868+07	Heme biosynthesis, animals and fungi, glycine => heme	K00231	Cofactor and vitamin metabolism	Present	Absent	Present	Present	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00868+08	Heme biosynthesis, animals and fungi, glycine => heme	K01772	Cofactor and vitamin metabolism	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present
M00872+01	O-glycan biosynthesis, mannose type (core M3)	K00728	Glycan biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00872+02	O-glycan biosynthesis, mannose type (core M3)	K18207	Glycan biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00872+03	O-glycan biosynthesis, mannose type (core M3)	K09654	Glycan biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00872+04	O-glycan biosynthesis, mannose type (core M3)	K17547	Glycan biosynthesis	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00873+01	Fatty acid biosynthesis in mitochondria, animals	K18660	Fatty acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00873+02	Fatty acid biosynthesis in mitochondria, animals	K03955 and K00645	Fatty acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00873+03	Fatty acid biosynthesis in mitochondria, animals	K09458	Fatty acid metabolism	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present
M00873+04	Fatty acid biosynthesis in mitochondria, animals	K11539 and K13370	Fatty acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00873+05	Fatty acid biosynthesis in mitochondria, animals	K22540	Fatty acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00873+06	Fatty acid biosynthesis in mitochondria, animals	K07512	Fatty acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent
M00874+01	Fatty acid biosynthesis in mitochondria, fungi	K11262	Fatty acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00874+02	Fatty acid biosynthesis in mitochondria, fungi	K03955 and K00645	Fatty acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00874+03	Fatty acid biosynthesis in mitochondria, fungi	K09458	Fatty acid metabolism	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Present	Present	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present
M00874+04	Fatty acid biosynthesis in mitochondria, fungi	K00059	Fatty acid metabolism	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present
M00874+05	Fatty acid biosynthesis in mitochondria, fungi	K22541	Fatty acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00874+06	Fatty acid biosynthesis in mitochondria, fungi	K07512	Fatty acid metabolism	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent
M00875+01	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B	K23371	Biosynthesis of other bacterial compounds	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00875+02	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B	K21949	Biosynthesis of other bacterial compounds	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00875+03	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B	K21721	Biosynthesis of other bacterial compounds	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00875+04	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B	K23372	Biosynthesis of other bacterial compounds	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00875+05	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B	K23373	Biosynthesis of other bacterial compounds	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00875+06	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B	K23374	Biosynthesis of other bacterial compounds	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00875+07	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B	K23375	Biosynthesis of other bacterial compounds	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00876+01	Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A	K21898	Biosynthesis of other bacterial compounds	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent
M00876+02	Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A	K23446	Biosynthesis of other bacterial compounds	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00876+03	Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A	K23447	Biosynthesis of other bacterial compounds	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00877+01	Kanosamine biosynthesis, glucose 6-phosphate => kanosamine	K18652	Biosynthesis of other antibiotics	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00877+02	Kanosamine biosynthesis, glucose 6-phosphate => kanosamine	K18653	Biosynthesis of other antibiotics	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
